Iteration,RMS_px,Parameters
9507,3.023699307959904,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9552459736 -48.8227379599  36.8556098633  48.2486549892
 -42.3478472306]"
9508,3.0233881293734024,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9552587821 -48.8229334484  36.8556188024  48.2486487283
 -42.347842146 ]"
9509,3.023204022928091,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9552716367 -48.8231298865  36.8556277856  48.2486423033
 -42.3478370952]"
9510,3.022868837355219,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9552889689 -48.8233946976  36.8556398922  48.2486336932
 -42.3478302637]"
9511,3.02264063158528,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9553027479 -48.8236053225  36.8556495257  48.2486267596
 -42.3478248675]"
9512,3.022378410392982,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9553227473 -48.8239110701  36.8556635132  48.248616646
 -42.3478170557]"
9513,3.0221409126130663,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9553364592 -48.8241206692  36.8556731052  48.2486097007
 -42.3478117059]"
9514,3.0217314602650323,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9553602641 -48.8244843725  36.8556897522  48.2485977141
 -42.3478023943]"
9515,3.0212064144369375,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9553952798 -48.8250190041  36.8557142292  48.2485802228
 -42.3477886506]"
9516,3.02079204401384,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9554443669 -48.8257681752  36.855748534   48.2485558211
 -42.3477693443]"
9517,3.0205699473934184,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9554412799 -48.8257208115  36.8557463732  48.2485574226
 -42.3477705394]"
9518,3.0204097107029373,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9554440326 -48.825762541   36.8557482927  48.2485561337
 -42.3477694335]"
9519,3.020131465112356,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9554611361 -48.8260230475  36.8557602412  48.248547748
 -42.3477626772]"
9520,3.0199601418012745,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9554888015 -48.8264445506  36.8557795685  48.2485341597
 -42.3477517539]"
9521,3.019729328649242,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.955494432  -48.8265304775  36.8557835049  48.2485313489
 -42.3477495448]"
9522,3.01959568381564,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9555021766 -48.8266485093  36.8557889165  48.2485275282
 -42.3477464928]"
9523,3.019316865327368,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9555214242 -48.8269416173  36.8558023616  48.2485181016
 -42.3477388869]"
9524,3.019025059545046,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.95554089   -48.8272376888  36.8558159516  48.248508678
 -42.3477311609]"
9525,3.0189345470119586,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9555481148 -48.8273475179  36.8558209931  48.2485052052
 -42.3477282847]"
9526,3.0187653891788466,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.955558525  -48.8275055934  36.8558282537  48.2485002551
 -42.3477241239]"
9527,3.0186759647829815,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9555620484 -48.8275590101  36.8558307055  48.2484986291
 -42.3477226969]"
9528,3.018526129615742,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.955568267  -48.8276533641  36.8558350285  48.2484957686
 -42.3477201704]"
9529,3.018366911278076,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9555775699 -48.8277947998  36.8558414988  48.2484914191
 -42.34771641  ]"
9530,3.018131662014682,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9555938184 -48.8280420363  36.8558528055  48.2484837539
 -42.347709864 ]"
9531,3.0179316361673445,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9556060286 -48.8282280685  36.8558613079  48.2484779156
 -42.3477049696]"
9532,3.017583622728738,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9556321605 -48.8286262522  36.8558795012  48.248465432
 -42.3476944876]"
9533,3.017448674584441,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9556446762 -48.8288168883  36.8558882119  48.2484594832
 -42.3476894568]"
9534,3.0172908154211493,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9556563076 -48.8289940188  36.8558963058  48.248453969
 -42.3476847765]"
9535,3.016959815760116,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9556830362 -48.8294009914  36.8559148954  48.2484413688
 -42.3476739919]"
9536,3.016773642962724,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9557084193 -48.8297875597  36.8559325335  48.2484294795
 -42.3476637109]"
9537,3.016622956571393,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9557111519 -48.8298292     36.8559344274  48.2484282238
 -42.3476625919]"
9538,3.016554978204868,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9557117819 -48.8298388806  36.8559348548  48.2484279735
 -42.3476623121]"
9539,3.01644460427901,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9557178483 -48.8299314767  36.8559390541  48.2484251873
 -42.3476598199]"
9540,3.0162695426284807,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9557287438 -48.8300978235  36.8559465987  48.2484201618
 -42.3476553516]"
9541,3.015974155144512,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9557529739 -48.8304676354  36.8559633893  48.2484089334
 -42.3476454445]"
9542,3.0156983256567824,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9557744043 -48.8307944902  36.8559782571  48.248398942
 -42.3476367204]"
9543,3.0154716298344804,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9557896319 -48.8310266666  36.8559888169  48.2483918806
 -42.3476305071]"
9544,3.0153016928175522,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9558009584 -48.8311991771  36.8559966729  48.2483866512
 -42.3476258835]"
9545,3.015027323175031,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9558215429 -48.8315126233  36.8560109396  48.2483772194
 -42.3476174507]"
9546,3.0146229642711635,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.955853584  -48.8320004427  36.8560331382  48.2483626014
 -42.3476042988]"
9547,3.014146166863717,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9558901636 -48.8325572606  36.8560584756  48.2483459602
 -42.3475892668]"
9548,3.013646711810102,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9559312165 -48.8331820674  36.8560869046  48.2483273399
 -42.3475723753]"
9549,3.0132917213918273,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.95595959   -48.8336136838  36.8561065504  48.2483145216
 -42.347560687 ]"
9550,3.0130742974240428,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9559684352 -48.8337480998  36.85611268    48.2483105173
 -42.3475570533]"
9551,3.0127110843400424,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9559955591 -48.8341604721  36.8561314793  48.2482981918
 -42.3475459233]"
9552,3.012540429888774,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9560186114 -48.8345105217  36.8561474474  48.2482878378
 -42.3475364271]"
9553,3.0123905760536727,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9560196732 -48.8345267529  36.8561481814  48.2482873518
 -42.347535989 ]"
9554,3.0122268307575015,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9560280835 -48.8346544976  36.8561540019  48.2482835988
 -42.3475325116]"
9555,3.0119663788791122,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9560457158 -48.8349220978  36.8561662016  48.2482757812
 -42.3475252075]"
9556,3.01164619308078,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9560682661 -48.8352642449  36.856181799   48.2482658253
 -42.3475158507]"
9557,3.0115149996212387,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9560739211 -48.8353500231  36.8561856995  48.2482633887
 -42.3475134771]"
9558,3.0111212051196947,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9561025913 -48.8357853532  36.8562055251  48.2482507014
 -42.3475015793]"
9559,3.0107858857654723,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9561228152 -48.8360927366  36.8562194911  48.2482417992
 -42.3474931501]"
9560,3.0106194430654876,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.95612955   -48.8361954019  36.8562241196  48.2482389017
 -42.3474902974]"
9561,3.0105499804248725,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9561283227 -48.8361770674  36.8562232656  48.2482394219
 -42.3474908033]"
9562,3.0103540215904063,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.956136135  -48.8362966488  36.8562286543  48.2482358757
 -42.347487558 ]"
9563,3.0099349083476166,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.95617222   -48.8368465757  36.8562535802  48.2482197151
 -42.3474725792]"
9564,3.009296302356523,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9562343471 -48.8377926999  36.8562965063  48.2481919445
 -42.3474467973]"
9565,3.008578551803318,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.956321962  -48.8391262508  36.8563570502  48.2481528652
 -42.3474104329]"
9566,3.008182930491234,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9563692232 -48.8398451148  36.8563897132  48.2481318418
 -42.3473908132]"
9567,3.008160419362414,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9563619567 -48.8397344849  36.8563846889  48.2481351037
 -42.3473938208]"
9568,3.0080920498757537,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9563597999 -48.8397017586  36.8563831894  48.2481360967
 -42.3473946966]"
9569,3.0078241616090255,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9563849881 -48.8400856784  36.8564005596  48.2481249571
 -42.3473841721]"
9570,3.007465954677586,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9564263328 -48.8407160242  36.8564290844  48.2481065765
 -42.3473669339]"
9571,3.00718963056773,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9564550873 -48.8411544986  36.8564489209  48.2480937897
 -42.3473549428]"
9572,3.0067972585302822,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9565018813 -48.8418679582  36.8564812054  48.2480729794
 -42.3473354342]"
9573,3.006571629328144,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9565193818 -48.8421355236  36.8564932366  48.2480652959
 -42.3473280565]"
9574,3.0062341058413944,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9565512294 -48.8426215554  36.8565151613  48.2480513039
 -42.3473146767]"
9575,3.006042399349468,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9565610804 -48.8427721669  36.8565218971  48.2480471668
 -42.3473104352]"
9576,3.005877201569676,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9565711508 -48.8429258444  36.8565287772  48.2480430143
 -42.3473060765]"
9577,3.005737683632704,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9565783141 -48.8430348851  36.8565336895  48.2480400101
 -42.3473030126]"
9578,3.005498197768895,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9565988368 -48.8433473816  36.8565478103  48.248031145
 -42.347294352 ]"
9579,3.0050878869610678,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9566506873 -48.8441371852  36.8565835082  48.2480085907
 -42.3472725319]"
9580,3.004790970417332,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9566821866 -48.8446170846  36.8566051821  48.2479949385
 -42.3472592483]"
9581,3.0046649078304286,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9566908537 -48.8447491172  36.8566111339  48.2479912438
 -42.3472555646]"
9582,3.0044401890081716,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9567058607 -48.8449775412  36.8566214012  48.2479850702
 -42.3472490892]"
9583,3.0042564803152874,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9567265582 -48.8452923307  36.8566355675  48.2479765682
 -42.3472401644]"
9584,3.0041526514944197,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9567221912 -48.8452256038  36.8566325311  48.2479786528
 -42.3472419242]"
9585,3.0040581843796055,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9567188287 -48.8451739564  36.8566301501  48.2479805199
 -42.3472431679]"
9586,3.003971508650413,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9567209168 -48.8452054163  36.8566315238  48.2479799916
 -42.3472421255]"
9587,3.003814225906488,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9567334046 -48.8453953066  36.8566399991  48.2479752323
 -42.347236567 ]"
9588,3.0036637247909272,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9567421227 -48.8455281365  36.8566459253  48.2479718197
 -42.3472327166]"
9589,3.003575780601331,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9567471534 -48.845605123   36.8566493825  48.2479696048
 -42.3472305953]"
9590,3.0032574897507964,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9567784536 -48.8460832007  36.8566708584  48.2479561502
 -42.3472172854]"
9591,3.0030350536163883,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9568145854 -48.846635323   36.8566956015  48.2479408208
 -42.3472018136]"
9592,3.002884925283881,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9568153598 -48.8466469315  36.8566961163  48.2479406074
 -42.3472014381]"
9593,3.002763526855756,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9568252569 -48.8467978967  36.8567028694  48.2479365769
 -42.3471971331]"
9594,3.0025871719797372,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9568444876 -48.8470914564  36.8567160038  48.2479286435
 -42.3471888058]"
9595,3.0023435305787256,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9568702285 -48.8474846116  36.8567335834  48.2479179957
 -42.3471776628]"
9596,3.0020251211126223,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9569103659 -48.8480978786  36.8567610014  48.247901323
 -42.3471603099]"
9597,3.0016558981347634,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9569475428 -48.8486660626  36.856786387   48.2478859064
 -42.3471442174]"
9598,3.001475569998244,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9569631599 -48.848905034   36.8567970492  48.2478793908
 -42.3471374622]"
9599,3.0012507940748363,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9569825364 -48.8492016883  36.8568102639  48.2478713528
 -42.3471290514]"
9600,3.001010204664851,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9570079254 -48.8495901773  36.8568275781  48.2478608606
 -42.3471180221]"
9601,3.0007336912271123,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.957042173  -48.850113925   36.8568509135  48.2478468552
 -42.3471030882]"
9602,3.000654541815338,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.957046005  -48.8501723986  36.8568535196  48.2478453332
 -42.3471014019]"
9603,3.000611032654484,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9570485555 -48.8502112364  36.8568552495  48.2478443572
 -42.3471002658]"
9604,3.0005468709724123,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9570537598 -48.8502906983  36.856858782   48.2478423175
 -42.3470979602]"
9605,3.000318360076182,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9570780756 -48.8506623458  36.8568753031  48.2478326422
 -42.3470872392]"
9606,3.000056434662644,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9571049917 -48.8510739022  36.8568935691  48.2478220137
 -42.3470753248]"
9607,2.999812756490004,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9571306222 -48.8514660531  36.8569109921  48.2478117052
 -42.3470640568]"
9608,2.9995485036622593,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9571631649 -48.8519641304  36.8569331138  48.247798589
 -42.3470497551]"
9609,2.99942684891055,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9571749741 -48.8521449818  36.8569411371  48.2477938326
 -42.3470445585]"
9610,2.9992998464115534,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9571856044 -48.8523078077  36.8569483478  48.2477896042
 -42.3470398538]"
9611,2.99896010398851,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9572238793 -48.8528939643  36.8569742774  48.2477745616
 -42.3470228327]"
9612,2.9987698250330124,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9572499038 -48.8532926523  36.8569918884  48.2477644074
 -42.3470112176]"
