Iteration,RMS_px,Parameters
6502,3.431357571904893,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9311716217 -48.3737918499  36.8380445479  48.2628894511
 -42.3621066088]"
6503,3.4309843174317836,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9311771628 -48.3738693307  36.8380508365  48.2628849148
 -42.3621045583]"
6504,3.430728668464294,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9311858819 -48.3739900066  36.8380607272  48.2628777705
 -42.3621014124]"
6505,3.4303926935489755,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9312039381 -48.3742392691  36.8380812005  48.2628630188
 -42.3620949158]"
6506,3.429800434577118,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9312412232 -48.3747532743  36.8381234676  48.2628325716
 -42.362081538 ]"
6507,3.4293508788648817,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9312842042 -48.375345406   36.8381721917  48.2627974637
 -42.3620661459]"
6508,3.4291695229042847,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9312831981 -48.3753308976  36.8381710463  48.2627982719
 -42.3620665538]"
6509,3.428976347152398,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9312851704 -48.3753568779  36.8381732737  48.2627966236
 -42.3620659415]"
6510,3.4287537041048277,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9312925923 -48.3754578341  36.8381816786  48.2627905003
 -42.362063396 ]"
6511,3.4283076739256972,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9313244263 -48.3758928717  36.8382177464  48.2627642368
 -42.3620523513]"
6512,3.4278749213673168,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.931346293  -48.3761916552  36.8382425205  48.2627462004
 -42.3620447654]"
6513,3.427688593941897,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9313516394 -48.3762652184  36.8382485822  48.2627417862
 -42.3620428807]"
6514,3.427488808654566,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9313623825 -48.376412502   36.8382607589  48.2627328932
 -42.3620391392]"
6515,3.4273171609600737,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9313713477 -48.376534957   36.8382709178  48.2627254383
 -42.3620360625]"
6516,3.4268296287926305,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9313993009 -48.376915619   36.8383025846  48.2627021276
 -42.3620265758]"
6517,3.4264404914073623,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9314446128 -48.377533502   36.8383539195  48.2626644348
 -42.3620110976]"
6518,3.4261124934458462,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9314425417 -48.3775042902  36.8383515661  48.2626661009
 -42.362011895 ]"
6519,3.425870853715732,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9314462305 -48.3775533542  36.8383557353  48.2626629653
 -42.3620107469]"
6520,3.4256289751428413,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9314559648 -48.3776848592  36.8383667532  48.2626547947
 -42.3620075364]"
6521,3.42504853837356,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9314857779 -48.3780885759  36.8384005043  48.2626297988
 -42.3619976295]"
6522,3.424759160367933,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.931527387  -48.3786511188  36.8384475973  48.2625948678
 -42.3619838828]"
6523,3.4242649446323408,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9315379008 -48.3787943123  36.8384595048  48.2625860937
 -42.3619803166]"
6524,3.4240538818452078,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9315449387 -48.3788902103  36.8384674736  48.26258023
 -42.3619779216]"
6525,3.4237009618819423,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9315682791 -48.379206352   36.8384938862  48.2625606792
 -42.3619701512]"
6526,3.423396038214299,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9315939574 -48.3795525721  36.8385229276  48.262539096
 -42.36196174  ]"
6527,3.4232050529413978,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9315953776 -48.3795706975  36.8385245214  48.2625378579
 -42.3619613617]"
6528,3.4230049289154647,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9316010961 -48.3796456446  36.8385309632  48.2625329592
 -42.3619596709]"
6529,3.4228507755982887,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.931606362  -48.3797149915  36.8385368972  48.2625284682
 -42.361958083 ]"
6530,3.4223658137498325,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9316306609 -48.380035209   36.8385642756  48.2625077731
 -42.3619507275]"
6531,3.4219345621442194,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9316516972 -48.3803136051  36.8385879913  48.2624899075
 -42.3619442601]"
6532,3.421717044916128,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9316540766 -48.3803458807  36.83859068    48.262487927
 -42.3619434588]"
6533,3.4215350935082784,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9316608896 -48.3804371387  36.8385983675  48.2624821945
 -42.3619412686]"
6534,3.4214227655110148,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9316663973 -48.3805105489  36.8386045775  48.2624775391
 -42.3619395317]"
6535,3.421167002445878,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9316864119 -48.3807770635  36.8386271401  48.2624605974
 -42.3619332486]"
6536,3.421049088204711,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9316969922 -48.3809167985  36.8386390468  48.262451584
 -42.3619300294]"
6537,3.420973742428935,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9316935588 -48.380871059   36.8386351748  48.2624544845
 -42.3619311117]"
6538,3.4209223162352074,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9316933832 -48.3808683034  36.8386349674  48.2624546058
 -42.3619312074]"
6539,3.4208369127494027,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9316960678 -48.3809031395  36.8386379731  48.262452276
 -42.3619304521]"
6540,3.4206599168753136,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9317052343 -48.3810231799  36.838648259   48.2624443914
 -42.3619277676]"
6541,3.4203931029840993,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.931721456  -48.3812356153  36.8386664601  48.2624304327
 -42.3619230193]"
6542,3.4201419979141807,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.931756262  -48.3816930094  36.8387055467  48.2624005854
 -42.3619126778]"
6543,3.4199678501548747,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9317540694 -48.3816638829  36.8387030745  48.2624024391
 -42.3619133628]"
6544,3.419886063792254,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9317543734 -48.3816677186  36.8387034085  48.2624021606
 -42.3619132917]"
6545,3.419789542645206,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.931759129  -48.3817297384  36.8387087324  48.2623980413
 -42.3619119301]"
6546,3.4196953342147123,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9317693923 -48.3818626282  36.8387201946  48.262389082
 -42.3619090881]"
6547,3.419529554005329,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9317783268 -48.381979461   36.8387302089  48.2623813738
 -42.3619064941]"
6548,3.4194448692938226,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9317839297 -48.3820524381  36.83873648    48.2623765194
 -42.3619048963]"
6549,3.4193548746125635,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9317910954 -48.3821454142  36.8387444881  48.2623702831
 -42.3619028899]"
6550,3.4192571124272506,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9317982425 -48.3822379084  36.8387524646  48.2623640433
 -42.3619009141]"
6551,3.4191818554262325,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9318038431 -48.3823095414  36.8387586854  48.262359088
 -42.3618994534]"
6552,3.419093751027403,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9318069698 -48.3823493338  36.8387621487  48.2623563071
 -42.361898658 ]"
6553,3.4189995660966304,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9318090372 -48.382374842   36.8387644076  48.2623544083
 -42.3618982138]"
6554,3.4188901698818825,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9318115443 -48.3824055508  36.8387671383  48.262352092
 -42.3618976966]"
6555,3.41869527358241,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9318224213 -48.382543908   36.8387791832  48.2623424343
 -42.3618949257]"
6556,3.4185468927920613,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9318373491 -48.3827324426  36.8387956639  48.2623290879
 -42.3618912562]"
6557,3.418398837795948,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9318401424 -48.3827696345  36.8387988198  48.2623267361
 -42.3618903732]"
6558,3.418258266726441,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9318478175 -48.3828694041  36.8388074     48.2623200912
 -42.361888195 ]"
6559,3.418037982839369,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9318648167 -48.383088335   36.8388263258  48.2623052219
 -42.3618835786]"
6560,3.4178524709857148,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9319027835 -48.3835763264  36.8388685576  48.2622719284
 -42.3618733733]"
6561,3.417606413281505,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9319109838 -48.383680208   36.8388776201  48.2622646344
 -42.3618713187]"
6562,3.4175178323533295,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9319140192 -48.3837179646  36.8388809469  48.2622618847
 -42.3618706282]"
6563,3.4173690090041444,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9319251869 -48.3838594367  36.8388932857  48.2622519506
 -42.361867831 ]"
6564,3.417170927212107,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.931941196  -48.3840630807  36.8389110028  48.2622377799
 -42.3618637319]"
6565,3.4170130784078463,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9319814861 -48.3845779055  36.8389556795  48.2622022809
 -42.361853184 ]"
6566,3.4168232678991197,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9319778393 -48.3845312699  36.8389516306  48.2622054996
 -42.3618541387]"
6567,3.4167713478214186,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9319778817 -48.3845321351  36.8389516869  48.2622054913
 -42.3618540923]"
6568,3.4166707754824164,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9319824208 -48.3845902527  36.8389567155  48.2622015156
 -42.3618528853]"
6569,3.41650146876843,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.931992077  -48.384713173   36.8389673859  48.2621930037
 -42.3618503908]"
6570,3.4161588021044373,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9320128196 -48.3849755951  36.8389902392  48.2621746052
 -42.3618451948]"
6571,3.415992244744287,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9320531801 -48.3854863915  36.8390347155  48.2621387905
 -42.3618350799]"
6572,3.4155311126251173,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9320622984 -48.3856002992  36.8390447099  48.2621305868
 -42.3618329472]"
6573,3.4153876489325055,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9320683666 -48.3856758823  36.8390513529  48.2621250994
 -42.3618315559]"
6574,3.4152346429595974,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9320802497 -48.3858245506  36.8390643787  48.2621144107
 -42.3618287612]"
6575,3.4150807751373358,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9320907402 -48.3859553214  36.8390758412  48.262104947
 -42.3618263396]"
6576,3.414959494733901,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9320999271 -48.3860694985  36.8390858472  48.2620966323
 -42.3618242557]"
6577,3.4147640616007426,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321103271 -48.386198442   36.8390971525  48.2620872005
 -42.3618219267]"
6578,3.4146518983570338,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321143127 -48.3862477988  36.8391014572  48.2620835849
 -42.36182104  ]"
6579,3.4145108684482235,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321173659 -48.3862850857  36.8391046928  48.2620807738
 -42.3618204176]"
6580,3.4143669974926003,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321190187 -48.3863043318  36.8391063534  48.262079176
 -42.3618201824]"
6581,3.414221074759751,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321221381 -48.3863419246  36.8391096335  48.2620762514
 -42.3618196055]"
6582,3.4140698981573867,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321263838 -48.3863933216  36.83911412    48.2620722919
 -42.361818794 ]"
6583,3.4139392524682917,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321314384 -48.3864551408  36.8391195242  48.2620676257
 -42.3618177611]"
6584,3.413870539435962,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.932137081  -48.3865239334  36.8391255172  48.2620623989
 -42.3618166328]"
6585,3.4137617590953155,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321416248 -48.3865806015  36.8391304783  48.2620583046
 -42.36181558  ]"
6586,3.4137141341848785,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321434073 -48.3866027741  36.8391324057  48.2620566957
 -42.3618151731]"
6587,3.4136342451921897,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321466913 -48.3866432065  36.8391359092  48.2620536961
 -42.3618144697]"
6588,3.4134907528027516,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321528636 -48.3867189335  36.8391424698  48.2620480357
 -42.3618131768]"
6589,3.4133941015050717,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321587672 -48.3867910142  36.8391487092  48.2620425921
 -42.3618119787]"
6590,3.413256733629022,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321638709 -48.3868531318  36.8391540802  48.2620378702
 -42.3618109644]"
6591,3.4131491721213134,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321679606 -48.3869024782  36.8391583444  48.2620340509
 -42.3618101984]"
6592,3.4130380669916316,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321733981 -48.3869681492  36.8391640197  48.2620289797
 -42.3618091722]"
6593,3.412921995178238,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321771403 -48.3870134514  36.8391679422  48.2620254997
 -42.3618084535]"
6594,3.412762074490004,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321845606 -48.387103826   36.8391757758  48.2620186466
 -42.3618069674]"
6595,3.4126598020202668,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321913336 -48.3871865683  36.839182948   48.2620124145
 -42.3618055827]"
6596,3.412541928896731,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9321985015 -48.3872742064  36.8391905413  48.262005827
 -42.3618041085]"
6597,3.4123709099877013,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9322097469 -48.3874114993  36.8392024262  48.2619954802
 -42.3618018157]"
6598,3.4121979440984114,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9322209987 -48.387548731   36.8392142963  48.2619851216
 -42.3617995344]"
6599,3.4120723829076516,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9322250123 -48.3875973308  36.8392184858  48.2619814008
 -42.3617987579]"
6600,3.4118453835685747,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9322343188 -48.3877100898  36.839228202   48.2619727807
 -42.3617969495]"
6601,3.4116863674824063,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9322448805 -48.3878380983  36.8392392307  48.2619629973
 -42.3617948947]"
6602,3.4115524000306743,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9322503986 -48.3879053345  36.839245034   48.2619579113
 -42.361793784 ]"
6603,3.411414269734166,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9322580738 -48.3879989297  36.8392531078  48.2619508415
 -42.361792232 ]"
6604,3.411284747265428,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9322650779 -48.3880842702  36.8392604544  48.2619443831
 -42.3617908248]"
6605,3.410985408643448,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9322844754 -48.3883202877  36.839280728   48.2619264692
 -42.3617869659]"
6606,3.410834557179177,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9323012786 -48.3885247758  36.8392982932  48.2619109478
 -42.3617836222]"
6607,3.41071065188089,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9322967829 -48.3884698719  36.839293546   48.2619150813
 -42.3617845411]"
6608,3.4106565088179632,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9322959185 -48.3884591905  36.839292599   48.2619158616
 -42.3617847346]"
6609,3.4105764565156145,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9322981529 -48.388486242   36.8392948875  48.2619137773
 -42.3617843115]"
6610,3.4103685695860833,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9323080412 -48.3886063834  36.8393051183  48.2619045981
 -42.3617823842]"
6611,3.410289949646008,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9323135755 -48.3886736257  36.8393108435  48.26189946
 -42.3617813057]"
6612,3.4101332163383185,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9323249579 -48.3888121395  36.839322682   48.2618889195
 -42.3617790573]"
6613,3.41000661275014,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9323343526 -48.3889265355  36.83933246    48.2618802229
 -42.3617771951]"
6614,3.4098652751500502,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9323470034 -48.3890805632  36.8393456005  48.2618685024
 -42.3617746945]"
6615,3.409752597678569,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9323560511 -48.3891907232  36.8393549833  48.2618601156
 -42.3617729091]"
6616,3.4096859684649674,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9323573876 -48.3892069354  36.8393563306  48.2618588632
 -42.3617726578]"
6617,3.409605454160278,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9323590366 -48.3892268448  36.8393579397  48.2618572997
 -42.3617723655]"
6618,3.4095248878791207,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9323625348 -48.3892692981  36.8393614864  48.261854031
 -42.361771701 ]"
6619,3.409291448394315,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9323757482 -48.3894298006  36.839374963   48.2618417143
 -42.3617691628]"
6620,3.4090791663043074,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9323949491 -48.3896629821  36.839394433   48.2618237929
 -42.361765495 ]"
6621,3.4088030879300866,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9324113803 -48.3898627966  36.8394113441  48.2618085317
 -42.3617622895]"
6622,3.4087071570747853,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9324134465 -48.3898879686  36.8394134766  48.2618066221
 -42.3617618785]"
6623,3.4085798876601636,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9324187529 -48.3899525042  36.8394188782  48.2618016943
 -42.3617608456]"
6624,3.408458771893941,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9324284702 -48.3900705568  36.8394287177  48.2617926488
 -42.3617589754]"
6625,3.4083346783725497,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.932432456  -48.3901189403  36.8394327271  48.2617889318
 -42.3617582156]"
6626,3.408198466918516,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9324403522 -48.3902147744  36.8394406752  48.2617815685
 -42.3617567108]"
6627,3.4081176073175734,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9324455842 -48.3902782979  36.8394459598  48.2617766983
 -42.3617557071]"
6628,3.4078702298054426,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.932463508  -48.3904959874  36.8394640981  48.2617600354
 -42.3617522517]"
6629,3.407765723137541,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9324727329 -48.3906080315  36.83947342    48.2617514616
 -42.3617504726]"
6630,3.4076405006194146,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9324808596 -48.3907067854  36.8394816645  48.2617439195
 -42.3617488953]"
6631,3.407511093290885,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9324884044 -48.3907985174  36.8394893083  48.2617369296
 -42.3617474223]"
6632,3.407365110241643,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9324987787 -48.3909246245  36.8394997507  48.2617273089
 -42.3617454069]"
6633,3.4071860010296438,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9325065075 -48.3910185931  36.839507517   48.2617201402
 -42.3617439056]"
6634,3.406766962149066,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9325339162 -48.3913517849  36.8395349789  48.2616946928
 -42.3617386008]"
6635,3.4066156677374453,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9325519074 -48.3915705033  36.8395529818  48.2616779738
 -42.3617351268]"
6636,3.4065031821866225,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9325511662 -48.3915614815  36.839552226   48.2616786522
 -42.3617352764]"
6637,3.4064004014827987,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9325551577 -48.3916100275  36.8395562064  48.2616749308
 -42.3617345109]"
6638,3.4062322827800213,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9325653749 -48.3917343587  36.8395663994  48.2616654214
 -42.3617325392]"
6639,3.405966908093209,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9325857929 -48.3919829231  36.8395867984  48.2616464328
 -42.3617285836]"
6640,3.405799213199186,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9326019944 -48.39218027    36.8396029248  48.2616313627
 -42.3617254422]"
6641,3.405597281235546,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.932615178  -48.3923409381  36.8396160867  48.2616191096
 -42.361722874 ]"
6642,3.405385053667472,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9326282734 -48.3925007417  36.8396291303  48.261606939
 -42.3617203109]"
6643,3.405209011375977,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9326367481 -48.392604454   36.8396375139  48.2615990537
 -42.3617186411]"
